isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,dominant_color,category_group
9780521535144,052153514X,Twelfth Night Or What You Will,,William Shakespeare;Elizabeth Story Donno,Drama,http://books.google.com/books/content?id=q3LslgQ72XkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Elizabeth Donno's text with a wholly new Introduction by Penny Gay.,2004.0,3.98,186.0,58.0,"rgb(8, 7, 162)",Fiction
9780521539814,0521539811,Aeschylus: The Oresteia,,Simon Goldhill,Drama,http://books.google.com/books/content?id=znGeSf1vHHYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Simon Goldhill focuses on the play's themes--justice, sexual politics, violence, and the role of man in ancient Greek culture--in this general introduction to Aeschylus' Oresteia, one of the most important and influential of all Greek dramas. After exploring how Aeschylus constructs a myth for the city in which he lived, a final chapter considers the influence of the Oresteia on more contemporary theater. The volume's organized structure and guide to further reading will make it an invaluable reference for students and teachers. First Edition Hb (1992): 0-521-40293-X First Edition Pb (1992): 0-521-40853-9",2004.0,4.03,95.0,28.0,"rgb(240, 40, 161)",Fiction
9780521599634,0521599636,Nietzsche: Daybreak,Thoughts on the Prejudices of Morality,Friedrich Nietzsche,Philosophy,http://books.google.com/books/content?id=FBFNTQlSa-8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,A new edition of this important work of Nietzsche's 'mature' philosophy.,1997.0,4.17,292.0,786.0,"rgb(5, 147, 5)",Non-Fiction
9780521612630,0521612632,The Tragedy of King Lear,,William Shakespeare;Jay L. Halio,Drama,http://books.google.com/books/content?id=XPtzudzvPJoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Updated critical edition of King Lear, including an introductory section on interpretations.",2005.0,3.9,334.0,118.0,"rgb(105, 96, 60)",Fiction
9780521618748,0521618746,Hamlet,,William Shakespeare,Juvenile Nonfiction,http://books.google.com/books/content?id=5m2UPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This edition of Hamlet is part of the groundbreaking Cambridge School Shakespeare series established by Rex Gibson. Remaining faithful to the series' active approach it treats the play as a script to be acted, explored and enjoyed. As well as the complete script of the play, you will find a variety of classroom-tested activities, an eight-page colour section and a selection of notes including information on characters, performance, history and language.",2005.0,4.01,289.0,577429.0,"rgb(76, 100, 120)",Fiction
9780521629249,0521629241,The Cambridge Companion to Schopenhauer,,Christopher Janaway,Philosophy,http://books.google.com/books/content?id=PnUF-UjhX_oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,A collection of specially-commissioned essays analysing Schopenhauer's philosophy.,1999.0,3.89,494.0,18.0,"rgb(37, 57, 113)",Non-Fiction
9780521639873,0521639875,Nietzsche: The Birth of Tragedy and Other Writings,,Friedrich Nietzsche;Nietzsche Friedrich,Philosophy,http://books.google.com/books/content?id=26IfImiDrJ8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,A new translation and edition of one of the seminal philosophical works of the modern period.,1999.0,4.02,204.0,365.0,"rgb(6, 100, 91)",Non-Fiction
9780521639897,0521639891,Pearl S. Buck,A Cultural Biography,Peter Conn;Peter J. Conn,Biography & Autobiography,http://books.google.com/books/content?id=fxeiP7INFNcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Describes the literary, social, and personal accomplishments of the Nobel- and Pulitzer-prize-winning author and activist.",1998.0,4.17,500.0,98.0,"rgb(53, 108, 104)",Non-Fiction
9780521654081,0521654084,Practical Philosophy,,Immanuel Kant,Philosophy,http://books.google.com/books/content?id=0hCsbUjFiBwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,This 1997 book was the first English translation of all Kant's writings on moral and political philosophy in a single volume.,1999.0,4.09,704.0,279.0,"rgb(46, 37, 66)",Non-Fiction
9780521663878,0521663873,The Cambridge Companion to Cervantes,,Anthony J. Cascardi,Literary Criticism,http://books.google.com/books/content?id=zSjdL03g4VAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,The Cambridge Companion to Cervantes offers a comprehensive treatment of Cervantes' life and work.,2002.0,3.6,264.0,10.0,"rgb(35, 32, 28)",Arts & Leisure Time
9780521667920,0521667925,Introduction to Phenomenology,,Robert Sokolowski,Philosophy,http://books.google.com/books/content?id=v8lFXWE3g1YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Introductory volume, presenting the major philosophical doctrines of phenomenology.",2000.0,3.96,248.0,296.0,"rgb(187, 97, 82)",Non-Fiction
9780521750349,0521750342,Numerical Recipes Example Book (C++),The Art of Scientific Computing,William T. Vetterling,Computers,http://books.google.com/books/content?id=gwijz-OyIYEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Contains C++ source programs that exercise and demonstrate all of the subroutines, procedures, and functions in Numerical Recipes in C++.",2002.0,2.75,330.0,4.0,"rgb(157, 36, 71)",Arts & Leisure Time
9780521774338,0521774330,Genres in Dialogue,Plato and the Construct of Philosophy,Andrea Wilson Nightingale,Literary Collections,http://books.google.com/books/content?id=n3MeQikAp00C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,This 1995 book is an investigation into how Plato 'invented' the discipline of philosophy.,2000.0,4.33,238.0,5.0,"rgb(175, 137, 77)",Arts & Leisure Time
9780521805223,0521805228,Charles Taylor,,Ruth Abbey;Lecturer in Philosophy Ruth Abbey;Cambridge University Press,History,http://books.google.com/books/content?id=WXm2NF-TXrgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Charles Taylor is a distinctive figures in contemporary philosophy. In a time of increasing specialization Taylor contributes to areas of philosophical conversation across a wide spectrum of ideas including moral theory, theories of subjectivity, political theory, epistemology, hermeneutics, philosophy of mind, philosophy of language and aesthetics. His most recent writings have seen him branching into the study of religion. Written by a team of international authorities, this collection will be read primarily by students and professionals in philosophy, political science, religious studies, but will appeal to a broad swathe of professionals across the humanities and social sciences.",2004.0,3.6,220.0,14.0,"rgb(47, 62, 51)",Non-Fiction
9780521831437,0521831431,A First Course in String Theory,,Barton Zwiebach,Science,http://books.google.com/books/content?id=XmsbvP1uUeIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Accessible introduction to string theory for advanced undergraduate and graduate students.,2004.0,4.18,578.0,172.0,"rgb(122, 69, 230)",Non-Fiction
9780521834346,0521834341,Myths of the Underworld Journey,"Plato, Aristophanes, and the 'Orphic' Gold Tablets","Radcliffe G. Edmonds, III",History,http://books.google.com/books/content?id=yEswngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Plato, Aristophanes, and the creators of the ""Orphic"" gold tablets employ the traditional tale of a journey to the realm of the dead to redefine, within the mythic narrative, the boundaries of their societies. Rather than being the relics of a faded ritual tradition or the products of Orphic influence, these myths can only reveal their meanings through this detailed analysis of the specific ways in which each author makes use of the tradition.",2004.0,3.75,276.0,3.0,"rgb(181, 113, 53)",Non-Fiction
9780521855266,0521855268,Economic Origins of Dictatorship and Democracy,,Daron Acemoglu;James A. Robinson,Business & Economics,http://books.google.com/books/content?id=gzdbfu55IGgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,This book systematically explains why some countries are democracies while others are not.,2006.0,3.93,416.0,143.0,"rgb(39, 33, 36)",Guides
9780525461319,0525461310,Boltzmon!,,William Sleator,Juvenile Fiction,http://books.google.com/books/content?id=YMUNAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When the boltzman comes to deliver his wish for power, young Chris gets much more than he expected and soon his life is turned inside out in this suspenseful science fiction thriller for young readers.",1999.0,3.65,160.0,84.0,"rgb(48, 22, 43)",Fiction
9780525467779,0525467777,Three Complete Novels,A Lloyd Alexander Collection,Lloyd Alexander,Juvenile Fiction,http://books.google.com/books/content?id=jFcAAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Lucian flees the wrath of his king and joins a poet-turned-jackass and a girl with mystical powers; Prince Jen sets off for the court of Yuan-Min bearing six unusual gifts; and King Tamar embarks on a quest to recover his kingdom, which he lost in a dicegame.",2001.0,4.24,752.0,88.0,"rgb(56, 82, 155)",Fiction
9780525469780,0525469788,"Boy, Were We Wrong about Dinosaurs!",,Kathleen V. Kudlinski,Juvenile Nonfiction,http://books.google.com/books/content?id=QrRKDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Examines what is known about dinosaur bones, behavior, and other characteristics and how different the facts often are from what scientists, from ancient China to the recent past, believed to be true.",2005.0,3.93,32.0,243.0,"rgb(127, 117, 112)",Fiction
9780525947264,0525947264,The Grits (Girls Raised in the South) Guide to Life,,Deborah Ford;Edie Hand,Social Science,http://books.google.com/books/content?id=AXM-Kg6VFh0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A tribute to southern American women features true stories, recipes, humorous anecdotes, wisdom, and advice on such topics as eating watermelon in a sundress, tending a magnolia tree, and drinking like a lady. 50,000 first printing.",2003.0,3.78,249.0,62.0,"rgb(242, 233, 228)",Non-Fiction
9780525948926,0525948929,Atlas Shrugged,,Ayn Rand,Fiction,http://books.google.com/books/content?id=SZN8PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Government leaders seeking control over all business become increasingly frantic as major industrial companies are being thrown into chaos following the sudden disappearance of their leaders.,2005.0,3.68,1176.0,897.0,"rgb(90, 120, 112)",Fiction
9780525950127,0525950125,The Woods,,Harlan Coben,Fiction,http://books.google.com/books/content?id=o7fYPzejSowC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Grieving over the murder of his sister twenty years earlier and raising his six-year-old daughter alone after losing his wife to cancer, county prosecutor Paul Copeland is inadvertently tied to a murder investigation that he believes may be related to his sister's case, a discovery that threatens to reveal long-buried family secrets. 400,000 first printing.",2007.0,4.04,404.0,52366.0,"rgb(235, 124, 38)",Fiction
9780534491826,0534491820,Data Structures and Algorithms in C++,,Adam Drozdek,Computers,http://books.google.com/books/content?id=W7Lsrs09KDYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Using the C++ programming language, author Adam Drozdek highlights three important aspects of data structures and algorithms. First, the book places special emphasis on the connection between data structures and their algorithms, including an analysis of the algorithms' complexity. Second, the book presents data structures in the context of object-oriented program design, stressing the principle of information hiding in its treatment of encapsulation and decomposition. Finally, the book closely examines data structure implementation. Overall, this practical and theoretical book prepares students with a solid foundation in data structures for future courses and work in design implementation, testing, or maintenance of virtually any software system. Important Notice: Media content referenced within the product description or the product text may not be available in the ebook version.",2004.0,3.71,758.0,18.0,"rgb(42, 47, 78)",Arts & Leisure Time
9780534613037,0534613039,Slaughterhouse Blues,The Meat and Poultry Industry in North America,Donald D. Stull;Michael J. Broadway,Social Science,http://books.google.com/books/content?id=RQ4pAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"SLAUGHTERHOUSE BLUES: THE MEAT AND POULTRY INDUSTRY IN NORTH AMERICA draws on more than 15 years of research by the authors, a cultural anthropologist and a social geographer, to present a detailed look at the meat and poultry industry in the United States and Canada. Following chapters on today's beef, poultry, and pork industries, SLAUGHTERHOUSE BLUES examines industry impacts on workers and on the communities that host its plants. The book details the authors' efforts to help communities plan for and mitigate the negative consequences of meat and poultry plants as well as community opposition to confined animal feeding operations. The book concludes by exploring alternatives to North America's model of industrialized meat production.",2004.0,3.48,172.0,26.0,"rgb(103, 76, 80)",Non-Fiction
9780552771238,0552771236,Past Mortem,,Ben Elton,Fiction,http://books.google.com/books/content?id=B1hgo7RElawC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"With old friends like these, who needs enemies? It's a question mild mannered detective Edward Newson is forced to ask himself when, in romantic desperation, he logs on to the Friends Reunited website in search of the girlfriends of his youth. Newson is not the only member of the Class of take back '88 who has been raking over the ashes of the past. As his old class begins to reassemble in cyberspace, the years slip away and old feuds and passions burn hot once more. Meanwhile, back in the present, Newson's life is no less complicated. He is secretly in love with Natasha, his lovely but very attached sergeant, and failing comprehensively to solve a series of baffling and peculiarly gruesome murders. A school reunion is planned and as history begins to repeat itself, the past crashes headlong into the present. Neither will ever be the same again. In Past Mortem, Ben Elton - previous winner of The Crime Writers' Association Gold Dagger Award for Popcorn - delivers both a heart-stopping thriller and a killer comic romance.",2005.0,3.74,464.0,4218.0,"rgb(38, 36, 41)",Fiction
9780553096064,0553096060,SeinLanguage,,Jerry Seinfeld,Humor,http://books.google.com/books/content?id=ApTW2DLrs1YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The popular performer presents his unique and trenchant observations on the American scene, touching on everything from relationships to Raisinettes",1993.0,3.63,180.0,359.0,"rgb(43, 48, 41)",Fiction
9780553103748,0553103741,The Illustrated a Brief History of Time,,Stephen Hawking,Science,http://books.google.com/books/content?id=wDr8uQ_vITQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"An illustrated, large-format edition of the best-seller has been expanded to encompass the remarkable advances that have occurred in science and technology over the past eight years, with a new chapter on Wormholes and Time Travel and more than 240 full-color, captioned illustrations. 100,000 first printing.",1996.0,4.16,256.0,750.0,"rgb(16, 15, 14)",Non-Fiction
9780553112443,0553112449,Switch on the Night,,Ray Bradbury;Leo Dillon;Diane Dillon,Juvenile Fiction,http://books.google.com/books/content?id=1eUMAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When a magical little girl named Dark shows a frightened little boy the power of ""switching on the night"", his fears quickly fade away as he views the beauty of the stars and moon against the dark night sky. Reprint.",2004.0,4.09,40.0,186.0,"rgb(168, 162, 158)",Fiction
9780553156508,0553156500,Encyclopedia Brown and the Case of the Treasure Hunt,,Donald J. Sobol,Juvenile Fiction,http://books.google.com/books/content?id=9AV-eA0fFOYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"America's Sherlock Holmes in sneakers continues his war on crime in ten more cases, the solutions to which are found in the back of the book.",1989.0,4.03,96.0,616.0,"rgb(185, 103, 73)",Fiction
9780553157277,0553157272,Jessica's Bad Idea,,Jamie Suzanne;Francine Pascal,Juvenile Fiction,http://books.google.com/books/content?id=z1-kst4NiE0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Jessica feels like a latter-day Victor Frankenstein when she suggests a makeover for her friend Sandra Ferris, whose newfound popularity then threatens Jessica's own social standing.",1989.0,3.48,104.0,317.0,"rgb(246, 222, 174)",Fiction
9780553211955,0553211951,The Complete Short Stories of Mark Twain,,Mark Twain,Fiction,http://books.google.com/books/content?id=NxwHTVAD-3MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Gathers all sixty of Twains stories, including tall tales, mysteries, sketches, and tales of travel",2005.0,4.28,848.0,5618.0,"rgb(168, 128, 55)",Fiction
9780553213430,0553213431,The Complete Plays of Aristophanes,,Aristophanes,Drama,http://books.google.com/books/content?id=j_dvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Background information and brief introductions accompany eleven satiric plays by the fifth century B.C. playwright, in an anthology that contains such classic and inventive works as The Birds, The Frogs, and Lysistrata. Reissue.",1981.0,4.21,577.0,1954.0,"rgb(126, 115, 77)",Fiction
9780553213973,0553213970,Journey To The Center Of The Earth,,Jules Verne,Fiction,http://books.google.com/books/content?id=4_dvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Follows Professor Hardwigg, his nephew Harry, and their guide Hans as they venture deep into a volcanic crater in Iceland on a journey that leads them to the center of the Earth and to incredible and horrifying discoveries. Reissue.",2006.0,3.85,240.0,101764.0,"rgb(188, 144, 184)",Fiction
9780553233506,0553233505,Slim Down Camp,,Stephen Manes,Health & Fitness,http://books.google.com/books/content?id=ND8mj7p9y7oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Sent to a summer camp for overweight children, a boy and girl rebel against the camp's authorities and discover their own effective method of losing weight.",1986.0,3.9,176.0,9.0,"rgb(18, 18, 18)",Guides
9780553234312,0553234315,Emma,,Charlotte Brontë;Jane Austen,Fiction,,"The ruthless and cruel Emma causes a great many problems for Mrs. Chalfont, the narrator, and for the abandoned child, Martina, in a new completion of Charlotte Bronte's last, unfinished novel",1983.0,3.99,215.0,4672.0,"rgb(240,240,240)",Fiction
9780553243567,055324356X,Goodbye Forever,,Barbara Conklin,Juvenile Fiction,,"Suffering from feelings of loneliness and abandonment since her father's death and her sister's marriage, Kari Langtree is afraid to give her heart to the boy she meets on her Caribbean cruise.",1984.0,3.72,135.0,54.0,"rgb(240,240,240)",Fiction
9780553251616,0553251619,From Socrates to Sartre,The Philosophic Quest,T. Z. Lavine,Philosophy,http://books.google.com/books/content?id=SJXdTo3s54YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Surveys the essential features, schools, systems, and developments in Western philosophy",1984.0,3.93,426.0,893.0,"rgb(244, 244, 239)",Non-Fiction
9780553251791,0553251791,"First, last and always",,Barbara Conklin,Fiction,http://books.google.com/books/content?id=Ky4Kpoyn-LkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Gina dreams of becoming a doctor and she loves her work at the hospital as a candy striper, but she wants a boyfriend too and Dave seems perfect for her, but will her career dreams drive them apart.",1985.0,3.76,160.0,65.0,"rgb(21, 21, 21)",Fiction
9780553260458,0553260456,Fire Watch,,Connie Willis,Fiction,http://books.google.com/books/content?id=3Afc9suMnrcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This collection of short science fiction includes the novella ""Fire Watch,"" the novelette ""A Letter from the Clearys,"" and twelve other acclaimed stories",1998.0,3.87,288.0,3402.0,"rgb(56, 48, 51)",Fiction
9780553270815,0553270818,Shakespeare Alive!,,Joseph Papp;Elizabeth Kirkland,Drama,http://books.google.com/books/content?id=sWDvK-4NqmMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Brings to life Shakespeare's England and the original production of his plays,1988.0,3.39,240.0,162.0,"rgb(216, 79, 47)",Fiction
9780553273861,0553273868,The Delta Star,,Joseph Wambaugh,Fiction,http://books.google.com/books/content?id=heavDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"L.A. Wambaugh-style. A world of cops on the rocks with a twist of murder. A cheap hooker named Missy Moonbeam takes a fatal dive from the roof of a sleazy hotel. But what's a Caltech phone number doing in her trick book? And how does that connect to a dead private eye and a useless credit card? And what does all that have to do with a Whisky-class Russian sub and the Nobel Prize? Join Joseph Wambaugh's ravaged cops of Rampart Station as they follow a trail of corruption from the world of pimps and crazies to the think-tank labs of the country's top chemistry wizards--where genius and greed mix to create an award-winning case of murder. ""A page-turner . . . This is a must-read for Wambaugh fans.""--USA Today",1984.0,3.64,291.0,580.0,"rgb(115, 71, 49)",Fiction
9780553274912,0553274910,Starting Over,,Francine Pascal,Juvenile Fiction,http://books.google.com/books/content?id=3dTCfeiOsg0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Desperate to fit in after living in a series of foster homes, Sally Larson moves in with her cousin Dana's family and causes resentment at Sweet Valley High.",1987.0,3.37,153.0,3.0,"rgb(237, 206, 150)",Fiction
9780553275216,0553275216,Forbidden Love,,Kate William;Francine Pascal,Juvenile Fiction,http://books.google.com/books/content?id=S2_u4ZiQzrEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,The secret engagement between Maria Santelli and Michael Harris is threatened by their families' enmity and by Michael's possessiveness and jealousy.,1987.0,3.33,138.0,5.0,"rgb(237, 217, 213)",Fiction
9780553275605,0553275607,The New Jessica,,Francine Pascal,Juvenile Fiction,http://books.google.com/books/content?id=g0hQ2Nj2ti0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Tired of being mistaken for her identical twin sister, Elizabeth, Jessica Wakefield undergoes a complete makeover, dyes her hair black, and begins wearing outrageous clothes.",1986.0,3.45,136.0,1032.0,"rgb(27, 59, 61)",Fiction
9780553275674,0553275674,Double Love,,Francine Pascal;Kate William,Juvenile Fiction,http://books.google.com/books/content?id=MyTyiBXbQTkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Jessica Wakefield and her identical twin sister, Elizabeth, become rivals for the love of Todd Wilkins, a handsome basketball player.",1983.0,3.54,182.0,105.0,"rgb(167, 138, 148)",Fiction
9780553275780,055327578X,Secrets,,Francine Pascal;Kate William,Juvenile Fiction,http://books.google.com/books/content?id=H50LAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Jessica Wakefield will go to any length to be chosen as queen of the fall dance at Sweet Valley High, even if it involves breaking somebody's trust.",1983.0,3.46,118.0,41.0,"rgb(231, 218, 59)",Fiction
9780553276725,0553276727,Dear Sister,,Kate William;Francine Pascal,Juvenile Fiction,http://books.google.com/books/content?id=VPLpEN6xSaQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The motorcycle accident which has left Elizabeth Wakefield in a coma forces Jessica, her twin sister, to realize just how much Elizabeth means to her.",1984.0,3.53,160.0,2018.0,"rgb(235, 223, 222)",Fiction
9780553279375,0553279378,I Know why the Caged Bird Sings,,Maya Angelou,Biography & Autobiography,http://books.google.com/books/content?id=PohuyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A black woman recalls the anguish of her childhood in Arkansas and her adolescence in northern slums.,1993.0,4.22,289.0,326424.0,"rgb(207, 145, 103)",Non-Fiction
9780553280876,0553280872,Alone in the Crowd,,Francine Pascal,Juvenile Fiction,http://books.google.com/books/content?id=c_c7ZtrXbDYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Painfully shy and introverted, Lynne Henry, a talented musician, anonymously enters a songwriting contest sponsored by her secret love, Guy Chesney, and his band, and it is up to Elizabeth to help Lynne share her musical gifts.",1986.0,3.45,136.0,675.0,"rgb(58, 72, 73)",Fiction
9780553284119,0553284118,Creature,,John Saul,Fiction,http://books.google.com/books/content?id=vPknSnxQVTMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"For Ellen and Blake Tanner, along with their son Mark, Silverdale, Colorado seems too good to be true, but the family is soon subjected to secret rituals and a hidden evil",1990.0,3.84,416.0,9846.0,"rgb(22, 24, 23)",Fiction
9780553285727,0553285726,Journey of Awakening,A Meditator's Guidebook,Ram Dass;Daniel Goleman,Self-Help,http://books.google.com/books/content?id=7wVPVr8NK6YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Discusses meditation benefits and techniques, and offers a directory of retreat facilities and centers",1990.0,4.16,448.0,858.0,"rgb(65, 129, 162)",Guides
9780553286397,0553286390,Dragon Wing,,Margaret Weis;Tracy Hickman,Fiction,http://books.google.com/books/content?id=nY1PnwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Wolf Haas' Detective Brenner series has become wildly popular around the world for a reason: They're timely, edgy stories told in a wry, quirky voice that's often hilarious, and with a protagonist it's hard not to love. In this episode, Brenner-forced out of the police force-tries to get away from detective work by taking a job as the personal chauffeur for two-year-old Helena, the daughter of a Munich construction giant and a Viennese abortion doctor. One day, while Brenner's attention is turned to picking out a chocolate bar for Helena at a gas station, Helena gets snatched from the car. Abruptly out of a job, Brenner decides to investigate her disappearance on his own. With both parents in the public eye, there's no scarcity of leads-the father's latest development project has spurred public protest, and the mother's clinic has been targeted by the zealous leader of an anti-abortion group. Brenner and God is told with a dark humor that leaves no character, including Brenner, unscathed. Haas tells the story of a fallible hero who can be indecisive and world-weary, baffled and disillusioned by what he finds, but who presses forward nonetheless out of a stubborn sense of decency-a two-year-old is kidnapped, so you find her, because that's just what you do.",1990.0,3.95,430.0,22899.0,"rgb(51, 31, 14)",Fiction
9780553292787,0553292781,The Wakefields of Sweet Valley,,Kate William;Francine Pascal,Juvenile Fiction,http://books.google.com/books/content?id=QL9aqCWBAeEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A saga covering the origin and history of Elizabeth and Jessica Wakefield's family begins in 1860 as Alice Larson sails from Sweden to America, traces her twin granddaughters' lives in the Roaring Twenties, and culminates in the marriage of Elizabeth andJ",1991.0,3.91,346.0,1404.0,"rgb(222, 82, 81)",Fiction
9780553295009,0553295004,Texas! Sage,,Sandra Brown,Fiction,http://books.google.com/books/content?id=k-2TzqI8kiIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Returning home accompanied by Harlan Boyd, the handsome stranger who witnessed her fiance+a7 dumping her, Sage Tyler asks him to keep her broken engagement a secret from her oil-rich family. Reprint.",1992.0,4.02,352.0,5949.0,"rgb(92, 164, 200)",Fiction
9780553299496,0553299492,The Robots of Dawn,,Isaac Asimov,Fiction,http://books.google.com/books/content?id=jDjUjdFggVIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Called to the Spacer world to solve a case of roboticide, New York City detective Elijah Baley teams up with humanoid robot R. Daneel Olivaw to prove that the prime suspect, a renowned roboticist, is innocent of the crime. Reprint.",1994.0,4.15,435.0,29837.0,"rgb(155, 69, 39)",Fiction
9780553345841,0553345842,The Mind's I,Fantasies and Reflections on Self and Soul,Douglas R. Hofstadter;Daniel Clement Dennett,Philosophy,http://books.google.com/books/content?id=hz22QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Brilliant, shattering, mind-jolting, ""The Mind's I"" is a searching, probing nook--a cosmic journey of the mind--that goes deeply into the problem of self and self-consciousness as anything written in our time. From verbalizing chimpanzees to scientific speculations involving machines with souls, from the mesmerizing, maze-like fiction of Borges to the tantalizing, dreamlike fiction of Lem and Princess Ineffable, her circuits glowing read and gold, ""The Mind's I "" opens the mind to the Black Box of fantasy, to the windfalls of reflection, to new dimensions of exciting possibilities.",1982.0,4.14,512.0,4715.0,"rgb(242, 238, 203)",Non-Fiction
9780553345896,0553345893,The Glory and the Dream,"A Narrative History of America, 1932-1972",William Manchester,History,http://books.google.com/books/content?id=f9dOPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Explore's American history from the Great Depression, through two World Wars and Korea to the anti-war protests of Vietnam",1990.0,4.42,1397.0,1370.0,"rgb(177, 176, 192)",Non-Fiction
9780553346114,0553346113,Seven Plays,,Sam Shepard;Joseph Chaikin,Drama,http://books.google.com/books/content?id=-a0szDa6MksC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Henry is generally well-behaved, but he is occasionally arrogant and vain. Henry is at heart a hard worker, but his frequent bouts of illness hinder his work.",1984.0,4.18,336.0,4900.0,"rgb(218, 218, 218)",Fiction
9780553372120,0553372122,The Sixties,"Years of Hope, Days of Rage",Todd Gitlin,History,http://books.google.com/books/content?id=xYxKAAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The author, a student activist during the sixties, offers a personal perspective on the social and political changes of that decade",1993.0,3.72,544.0,456.0,"rgb(238, 235, 232)",Non-Fiction
9780553375930,0553375938,Girls in Pants,The Third Summer of the Sisterhood,Ann Brashares,Juvenile Fiction,http://books.google.com/books/content?id=-IyTvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,The members of the Sisterhood of the Traveling Pants graduate from high school and spend their last summer before college learning about life and themselves. Includes readers' guide with discussion questions and an interview with the author.,2005.0,3.82,338.0,59536.0,"rgb(221, 186, 131)",Fiction
9780553380163,0553380168,A Brief History of Time,,Stephen Hawking,Science,http://books.google.com/books/content?id=YmGxbPHFO_EC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"An anniversary edition of a now-classic survey of the origin and nature of the universe features a new introduction by the author and a new chapter on the possibility of time travel and ""wormholes"" in space",1998.0,4.16,212.0,214520.0,"rgb(184, 173, 135)",Non-Fiction
